protocol_type,duration,src_bytes,dst_bytes,num_packets,num_connections,attack_type
0,916.4604754,4678.452182,4.237916723,482,337,DDoS
1,6.669157363,688.1064806,1117.470213,14,3,Normal
1,0.722783078,303.6138251,18.66757522,17,1,Normal
1,72.36368819,199.8749133,5433.27412,187,152,PortScan
0,,,,11,3,Normal
1,1.518788558,505.3760016,558.7866359,10,5,Normal
1,,,,20,3,Normal
1,6.421409287,586.9927859,251.4979799,17,4,Normal
2,58.51583329,198.4343949,3035.302064,97,9,Phishing
0,2.914887358,839.5182594,927.190997,15,4,Normal
0,0.122222861,192.8907094,412.3325423,16,3,Normal
0,4.074463618,640.2769878,299.3060398,15,2,Normal
0,164.5483453,17.04976908,5320.768734,177,168,PortScan
2,4.936742211,1040.490309,562.0504394,21,2,Normal
2,4.868534195,850.9171856,545.5772747,16,3,Normal
1,7.834530757,354.0716528,965.0055411,15,3,Normal
0,157.90951,48.51248631,5304.357793,189,140,PortScan
0,1.753762802,1275.589471,249.7902897,68,20,Botnet
0,,,,12,1,Normal
0,7.904514691,799.7505298,967.2967829,22,8,Normal
0,138.7175939,170.2134152,6560.872639,186,149,PortScan
0,5.088465096,587.3482487,485.3896574,14,3,Normal
0,,,,11,2,Normal
0,,,,181,151,PortScan
0,4.98097045,311.2732205,111.8001863,19,4,Normal
0,49.11561859,258.768678,3100.323044,87,15,Phishing
0,6.576028628,328.7904485,1111.12379,14,0,Normal
1,5.020516556,54.53582483,287.7992582,12,2,Normal
1,668.6203176,4616.685836,4.618304978,475,290,DDoS
0,4.576760165,447.2295286,1041.980442,13,4,Normal
2,6.268195291,600.7348498,580.0326902,11,5,Normal
0,35.60605301,1159.625686,170.2501668,48,22,Botnet
0,354.8539685,5206.704069,131.8968307,480,253,DDoS
1,4.147418865,706.6956593,333.1232021,18,2,Normal
0,6.22720375,879.5825135,742.3608922,25,4,Normal
1,5.31211854,520.6049596,568.2622779,15,3,Normal
0,2.319874836,338.5304951,813.0913527,21,5,Normal
1,3.680753587,349.6095238,272.0320297,16,2,Normal
1,6.582097738,835.8248617,557.3389306,14,2,Normal
0,60.4579382,289.9385727,2684.320888,104,9,Phishing
2,4.355113626,791.5998152,546.4078266,15,2,Normal
0,4.088850135,296.3644635,578.9099531,19,3,Normal
1,6.782608822,352.2613326,1224.971384,10,6,Normal
0,4.020781705,555.8689434,959.9407923,15,2,Normal
0,563.8344909,5734.595624,151.1930904,492,283,DDoS
0,4.35909258,447.2218425,696.6499989,14,1,Normal
0,74.65562663,22.2242318,4760.096807,176,165,PortScan
0,2.245936279,535.5821947,707.8708112,13,5,Normal
1,6.575597555,445.5472205,415.5316533,17,3,Normal
1,5.574693846,397.8191138,408.4246609,14,9,Normal
0,6.167988481,653.0381582,776.8332821,14,3,Normal
2,1.375301508,467.2861776,458.8300378,5,2,Normal
1,88.82832821,99.64997189,3127.055394,189,138,PortScan
2,7.529770296,479.0199956,689.395694,12,3,Normal
0,130.1905221,84.09831125,4637.272911,222,170,PortScan
0,3.931179461,591.7953896,352.527861,11,1,Normal
0,178.4040839,42.31237324,5817.790495,212,127,PortScan
1,42.5888265,192.5896791,3187.921768,98,13,Phishing
1,30.90167775,1230.036541,117.4114025,52,21,Botnet
0,3.538546515,496.3322545,7.357723779,15,5,Normal
0,42.13676561,157.4459137,3512.778382,97,12,Phishing
1,6.74571885,506.8467827,892.4756287,12,2,Normal
0,1.164552868,742.9387889,869.1767479,14,7,Normal
0,112.4950182,20.67826305,4811.539576,203,143,PortScan
0,52.42925706,1784.106662,299.1507862,62,20,Botnet
0,4.1959749,381.1570379,139.0564251,16,4,Normal
0,3.244640155,748.0877516,3.947872122,23,3,Normal
0,3.94537985,408.2965232,306.3138822,16,3,Normal
1,21.28323968,947.3689004,185.020674,46,20,Botnet
1,5.148362022,875.4020283,708.0987109,12,1,Normal
1,6.578240624,280.8183397,76.45272418,15,1,Normal
0,7.714147988,345.4395352,683.7871613,8,6,Normal
1,647.4908362,6928.526271,53.5160203,488,315,DDoS
0,2.896617222,609.9582447,1091.296834,12,5,Normal
1,4.377897849,426.5693858,196.9810443,14,4,Normal
1,5.236638353,809.0285301,14.83725157,12,3,Normal
0,9.497924913,2121.743447,43.04719744,46,27,Botnet
0,54.29876693,216.7852469,2731.393103,95,5,Phishing
1,3.715079755,113.7991769,518.187765,17,3,Normal
0,6.851167353,287.3291838,502.9617211,18,4,Normal
1,7.473988018,434.5778537,478.2533485,16,4,Normal
0,65.80293235,47.31902603,4965.937637,180,154,PortScan
1,823.2903216,5929.696276,96.14609302,426,303,DDoS
0,3.785792257,458.216936,599.6396798,16,5,Normal
0,4.908020328,699.7743682,470.0060661,19,3,Normal
2,4.785972744,684.9384337,604.3675267,12,4,Normal
0,43.56277133,114.0252138,2422.783132,94,14,Phishing
0,3.014882689,590.0769723,1168.001907,15,2,Normal
1,146.9077642,26.56536827,4232.506447,239,160,PortScan
1,8.116694471,700.2376173,297.3431855,15,1,Normal
1,45.4511772,918.6479735,248.1354137,45,18,Botnet
0,140.4200371,28.23013079,4218.323282,201,139,PortScan
2,1.097033443,201.3255939,606.0956186,15,1,Normal
1,6.591043035,562.0474274,894.8149965,17,6,Normal
1,27.56754958,1347.6336,201.1044725,48,19,Botnet
0,6.094646534,868.0911395,683.9701345,11,2,Normal
1,75.19651282,306.4219067,2422.731204,93,9,Phishing
0,6.393483377,823.601141,230.2584126,14,4,Normal
0,430.7214615,6524.027739,163.1531117,486,297,DDoS
0,7.286985286,587.1646456,573.0048871,17,3,Normal
0,6.179352352,863.3476535,832.6474527,18,1,Normal
1,5.471614859,179.1104321,235.2441224,10,5,Normal
0,,,,14,2,Normal
0,,,,17,3,Normal
0,2.646266039,464.5549863,369.4071658,17,1,Normal
1,45.93545642,1035.857694,470.2220212,46,19,Botnet
0,5.088935367,569.179062,659.5819473,11,3,Normal
0,5.47115737,521.5847414,313.3753442,16,3,Normal
0,5.167112744,211.5804509,81.02853819,16,1,Normal
0,5.451109254,747.4796752,888.0690533,16,4,Normal
0,5.346060588,832.3519649,674.4741274,13,2,Normal
0,,,,9,1,Normal
2,5.94990097,874.5931436,651.7314242,9,5,Normal
2,41.21513689,289.1582379,2567.056462,107,9,Phishing
0,6.925764498,644.5606654,449.386823,9,3,Normal
1,12.86299131,778.6422394,255.7984387,48,11,Botnet
2,5.508983205,346.0050283,487.5671955,15,1,Normal
2,7.438573243,372.2368444,490.3446498,16,1,Normal
0,5.581598475,496.4958676,766.0031101,12,4,Normal
0,46.63228667,231.8658337,3001.493683,109,14,Phishing
1,17.4885644,1848.077505,267.2194118,51,23,Botnet
2,6.462458113,570.7913507,610.1192884,14,5,Normal
1,64.82708395,283.0627684,3331.288127,104,11,Phishing
2,66.31585501,200.2198741,2847.546227,98,6,Phishing
0,42.45545473,206.3810682,3808.36766,100,4,Phishing
0,6.325740313,712.1572383,676.4748642,16,2,Normal
0,5.989130304,678.5429155,659.2707091,17,2,Normal
0,4.147454193,558.5086141,480.1036998,19,4,Normal
1,,,,42,17,Botnet
0,0.495480457,684.0351078,719.4077902,16,0,Normal
0,175.0538055,228.6551834,4514.167934,210,152,PortScan
1,33.58193975,1603.203317,508.383398,53,19,Botnet
0,7.320543393,880.7104243,583.2574937,18,3,Normal
1,5.27394559,613.6166798,707.9690811,20,4,Normal
0,191.6876735,102.1923366,5082.939347,196,140,PortScan
1,,,,14,4,Normal
1,4.764140213,798.2773628,543.9488304,11,0,Normal
0,924.5015894,3987.352461,149.7363534,498,318,DDoS
0,8.038600043,352.0455341,837.0561942,9,2,Normal
0,5.029791529,596.3099028,941.6699025,17,2,Normal
1,23.17893272,1348.469449,360.9642241,39,17,Botnet
0,120.6287388,199.3323025,5057.513063,197,172,PortScan
0,2.994674189,36.59745382,703.6843804,7,9,Normal
0,4.179266729,436.5024728,879.5737437,11,0,Normal
2,1.327731029,429.2456466,736.6242598,9,1,Normal
0,7.703478093,545.085376,563.2144551,12,4,Normal
0,4.197990786,523.3978398,556.3982499,17,3,Normal
0,49.21508722,39.68977911,2851.767156,98,11,Phishing
1,5.08623578,617.4364713,664.4273526,14,1,Normal
1,4.546956825,435.1378621,701.7962579,15,4,Normal
0,9.929314229,531.7547862,442.8759651,15,3,Normal
0,2.965099674,826.8354582,339.4665149,17,2,Normal
0,13.18558129,653.5187233,246.0326537,63,18,Botnet
1,4.124958851,520.323534,487.55943,19,7,Normal
0,86.78955957,81.7473904,4519.479567,197,171,PortScan
2,38.31577279,2222.743218,75.16689294,52,22,Botnet
1,4.440948995,324.287359,693.5781455,12,4,Normal
0,38.83692895,1493.865391,189.5706256,44,23,Botnet
1,335.4184319,3446.140681,100.863775,509,331,DDoS
0,1.776730142,532.7047316,931.9998462,19,5,Normal
1,38.63343949,1754.792992,261.0164421,49,15,Botnet
0,2.070697418,541.0269722,466.8575391,17,1,Normal
2,4.416106136,598.8956427,930.5730717,11,6,Normal
0,210.162639,5224.66781,258.5353784,494,317,DDoS
1,4.373556517,278.0767071,639.1100279,19,1,Normal
0,103.3383174,83.99212996,4059.200634,209,148,PortScan
0,,,,203,134,PortScan
1,3.706811534,325.8546889,787.2213913,16,1,Normal
1,6.226758107,574.3107664,941.8389926,19,1,Normal
1,24.3265521,1907.841017,90.31808374,59,13,Botnet
0,139.8515404,73.35760192,2935.496227,184,164,PortScan
1,6.588676735,320.3323727,1046.818021,16,5,Normal
0,71.3966415,112.8505769,2013.288433,101,11,Phishing
0,115.2695822,130.6567426,6815.757507,186,116,PortScan
0,38.92755971,343.3883574,3667.284463,109,13,Phishing
0,,,,22,3,Normal
1,2.15203898,514.3880381,730.9221693,21,3,Normal
0,119.0734379,133.8862795,6775.751612,203,152,PortScan
1,4.07418871,594.9548467,456.4020639,14,2,Normal
0,3.587887797,302.7315816,408.1987335,16,5,Normal
2,3.435946259,900.1783504,1020.039494,21,0,Normal
1,6.757984079,490.012281,356.51023,19,6,Normal
0,27.5809792,2104.678964,305.8929151,44,15,Botnet
1,3.894128695,558.5289893,488.5568409,17,4,Normal
0,3.369901942,551.3739054,367.4599996,14,6,Normal
1,5.151448481,303.1051926,766.3511299,18,0,Normal
0,0.247633431,387.7284323,1006.165921,17,2,Normal
0,3.716956747,468.8234039,741.4664067,15,2,Normal
0,603.5355679,4043.488038,99.0970773,477,320,DDoS
0,3.896280333,595.3392379,1092.561817,21,2,Normal
0,98.17153974,130.3014514,5203.003539,206,163,PortScan
1,,,,490,331,DDoS
0,6.460695479,736.8992362,838.2666445,16,1,Normal
2,20.06928899,1184.852316,184.6308112,45,20,Botnet
2,19.43421719,2252.397343,156.0592075,45,14,Botnet
0,8.157776515,205.6298444,631.2707265,16,2,Normal
1,,,,20,1,Normal
0,2.957110607,879.6990943,444.3485199,13,5,Normal
0,77.10523683,215.3385658,2493.061115,87,9,Phishing
0,5.588964644,164.8618599,779.8208815,17,6,Normal
0,3.813968529,494.3550844,166.5543502,17,4,Normal
0,3.077119838,490.0190119,820.4477663,13,2,Normal
0,7.942494536,747.0895363,534.6240617,17,4,Normal
0,4.113372881,266.3019583,475.5605687,18,5,Normal
0,6.269159546,672.218297,72.29720353,13,5,Normal
0,82.99349583,105.8728106,5339.043741,194,162,PortScan
0,6.213317229,310.6123391,779.9548066,10,3,Normal
0,8.486285907,585.7207359,363.724424,10,1,Normal
2,56.91171181,144.0935248,3053.693134,95,8,Phishing
1,93.17651999,50.78791575,5250.743721,206,162,PortScan
2,16.37662108,1652.391229,41.14786636,60,17,Botnet
1,60.15893746,242.5038385,2428.755298,100,8,Phishing
0,2.3183458,515.3100546,925.3150824,17,1,Normal
1,3.765313048,328.5023639,1061.217111,13,2,Normal
0,48.07825016,99.07673901,3688.725102,106,6,Phishing
1,2.65520186,172.2556261,530.0607223,20,3,Normal
1,117.1092162,163.7090904,5072.981366,186,148,PortScan
1,636.7712323,4087.331564,192.2039421,484,281,DDoS
0,,,,82,9,Phishing
0,8.456569726,624.0696719,897.784729,14,5,Normal
1,88.45930351,407.2883061,2663.995497,100,9,Phishing
1,3.841948959,683.4940941,304.9708813,10,4,Normal
0,0.301022972,402.881387,937.5565297,11,4,Normal
0,26.45549372,1956.538588,303.0568388,54,21,Botnet
0,67.04814521,301.3560245,2410.687742,109,7,Phishing
0,482.9665741,3979.423126,83.99973193,493,293,DDoS
1,4.900396143,563.8119082,872.6484615,12,8,Normal
1,1081.687569,2825.732205,117.3235373,528,301,DDoS
2,2.418795765,435.030935,515.0645696,14,3,Normal
1,50.62930301,276.0567822,2541.929469,107,9,Phishing
2,5.833003976,640.1381903,471.948346,17,4,Normal
1,4.827865086,529.0988444,909.8398948,19,1,Normal
1,5.219087781,18.43109476,773.2861904,16,4,Normal
0,3.044661792,616.2165475,1115.435462,11,1,Normal
0,4.065538276,645.0839223,641.6285753,16,2,Normal
0,72.43202288,30.36821889,2720.762189,113,12,Phishing
1,55.4570201,450.4686772,3010.711066,105,10,Phishing
1,0.332467938,343.7213998,679.091482,17,1,Normal
0,861.971935,3710.129385,90.8901518,520,315,DDoS
0,33.93276819,814.7189552,264.4706754,47,22,Botnet
0,80.90204383,138.053693,3496.998153,99,11,Phishing
1,,,,11,2,Normal
0,185.5814216,142.64708,5444.220935,205,160,PortScan
0,507.6950126,4213.719694,115.4716258,490,297,DDoS
1,2.884349075,607.374803,693.9558125,12,1,Normal
0,4.644833263,275.6768631,571.3831112,14,2,Normal
0,8.516826592,144.8997502,405.9348552,20,1,Normal
1,7.958524945,759.2964124,1037.248463,21,4,Normal
1,6.915496246,311.189505,621.0339515,18,4,Normal
2,8.89970727,803.6128766,834.6790216,10,4,Normal
1,,,,55,19,Botnet
1,65.8452636,194.2962828,3123.474429,92,9,Phishing
0,8.572280987,798.3354883,1051.244856,12,3,Normal
1,1.231316409,441.3648547,201.719237,19,2,Normal
0,6.089863626,309.6187839,288.0407476,15,2,Normal
0,522.845384,5617.639727,64.53787767,444,285,DDoS
0,,,,98,9,Phishing
0,8.685695004,427.8442605,583.7809024,17,2,Normal
1,628.3736495,5629.214834,195.0500139,512,317,DDoS
0,5.152978247,159.7437215,618.4712784,14,4,Normal
0,49.96836657,233.6843407,2269.755694,93,8,Phishing
1,28.79094877,1565.340512,264.8856382,57,19,Botnet
0,3.710337795,546.191484,1285.682405,15,6,Normal
0,8.569104105,614.9647484,265.4007319,7,1,Normal
0,4.930155485,588.7470666,495.1408101,9,4,Normal
0,2.118345364,239.6151552,691.6588409,14,1,Normal
1,4.159594636,383.0941674,221.195173,10,2,Normal
0,11.5182826,482.8874038,620.0527087,14,5,Normal
0,4.398284674,258.5101415,489.5603961,10,2,Normal
0,4.808656972,825.8199016,718.7866967,19,4,Normal
2,47.1212809,123.2691817,2800.694879,101,9,Phishing
2,4.064434326,552.3651902,953.390024,15,2,Normal
0,5.928335316,696.1901698,509.7924207,16,2,Normal
0,708.9904737,3821.539399,44.22862916,489,320,DDoS
0,45.45862217,207.5790919,3134.583966,91,12,Phishing
1,2.987530738,757.5688479,703.2258797,14,4,Normal
1,85.95831069,39.30850917,4436.618703,209,149,PortScan
0,562.3421139,4497.035166,47.9583438,540,306,DDoS
1,1.993607997,463.4424587,630.0848352,15,1,Normal
0,5.259690605,710.2406833,393.5194238,11,2,Normal
1,52.64409344,279.3811152,2674.455761,91,8,Phishing
0,3.587261036,352.5331641,25.48233355,10,1,Normal
0,153.4145629,116.1171521,4133.148015,216,147,PortScan
1,5.406436322,427.4169031,863.3548022,11,1,Normal
0,146.8205658,82.13239133,3659.769529,208,153,PortScan
2,46.82426791,1994.749092,161.3731969,59,19,Botnet
2,59.1052216,285.2307921,3195.851287,91,13,Phishing
0,210.4047162,59.5227068,4268.939617,209,153,PortScan
0,4.757521585,315.8270167,389.8660135,14,5,Normal
2,55.95462643,287.6714291,2949.561962,109,14,Phishing
0,5.521025384,340.6067149,278.4604314,16,1,Normal
0,3.905157394,361.3020151,430.697657,15,4,Normal
1,158.1125914,36.66613537,4318.111558,226,147,PortScan
1,155.6237747,193.2769307,3978.70252,187,144,PortScan
0,6.16011988,252.9766474,125.4480863,14,2,Normal
0,49.08510674,446.4710815,3209.036022,93,13,Phishing
1,5.988661153,318.8491431,670.2989561,19,1,Normal
2,45.45450315,2613.307125,215.5045411,46,14,Botnet
1,48.06533121,263.6803438,3299.396054,100,11,Phishing
2,4.474746606,285.4784911,726.8276855,13,3,Normal
0,2.341910168,658.6750732,857.8018146,18,3,Normal
1,20.32762801,1125.049251,183.8304502,49,25,Botnet
0,79.8401617,206.4113977,2265.675488,106,9,Phishing
1,66.97040789,196.3708388,3192.731893,105,9,Phishing
0,2.611140337,469.539009,902.689671,18,2,Normal
0,4.481054203,873.8153051,171.6608405,11,3,Normal
0,207.0008242,4713.006502,117.0730958,451,320,DDoS
1,713.5859415,5930.960839,10.64939908,514,314,DDoS
1,4.26670074,525.7971311,410.9953144,13,2,Normal
2,5.631437365,571.5468802,482.1531915,15,3,Normal
1,67.01430318,29.15847143,3348.070806,98,6,Phishing
2,61.5242012,327.9032653,3854.444906,102,4,Phishing
0,127.3386431,37.23051455,3786.8654,185,161,PortScan
1,2.962323168,406.2641027,807.196494,14,2,Normal
0,4.314440634,218.2641152,718.4182202,12,3,Normal
1,6.347283987,473.1363147,653.2037122,15,4,Normal
0,6.657689274,433.5622759,1142.300281,18,0,Normal
2,6.190189527,489.4140294,598.2340987,11,5,Normal
1,4.442584363,295.2286988,524.3994308,22,3,Normal
0,8.606484428,313.8411096,307.2508993,18,6,Normal
1,7.310460796,565.6052756,635.3571158,17,1,Normal
0,5.61266268,206.016245,644.912029,21,6,Normal
0,2.689395048,532.1117383,834.8309395,14,4,Normal
2,4.642481572,222.5832534,158.0201628,13,3,Normal
2,1.753410476,482.4333496,588.3990048,15,6,Normal
0,177.2779361,5.852289934,5772.253102,209,163,PortScan
0,36.31484203,1354.125801,167.0812962,57,28,Botnet
0,,,,21,0,Normal
0,164.5173661,88.14717979,4633.819621,215,142,PortScan
1,3.397829528,301.7497793,655.9232196,19,6,Normal
0,244.9273305,3718.543859,109.6381201,525,302,DDoS
0,88.51642052,117.0396898,2910.446152,109,8,Phishing
0,157.8390223,163.4576663,5018.847021,200,125,PortScan
2,86.29388605,231.9522883,3246.987724,94,10,Phishing
0,,,,96,10,Phishing
0,6.251049404,795.4444229,656.5075041,18,3,Normal
1,5.472976823,331.5482876,444.1014389,12,5,Normal
1,3.832683402,883.679659,706.844602,6,3,Normal
0,6.261813058,479.266417,68.09121558,11,5,Normal
1,7.140883123,300.3178088,1106.249624,16,1,Normal
0,6.811953522,579.9100851,548.3329626,20,5,Normal
0,605.2291971,6202.582027,159.7384924,452,323,DDoS
0,7.462740145,200.3997167,544.5213721,15,3,Normal
0,6.65712059,532.4629741,237.3400501,19,5,Normal
0,3.98629244,272.988249,505.6929886,18,1,Normal
0,5.226574625,787.7551669,295.4908747,21,0,Normal
1,5.469349019,237.9209449,440.909106,10,3,Normal
0,6.949372327,519.83677,1074.278837,15,1,Normal
1,8.904977918,2040.811102,191.1808315,42,17,Botnet
0,1.234132267,693.0526234,697.4369047,15,3,Normal
0,3.203670785,659.5320502,603.2589382,10,5,Normal
0,129.6223601,222.3680927,4376.547223,184,159,PortScan
1,8.951905466,263.4368445,15.90211256,15,3,Normal
0,4.056125614,577.3108654,982.2120423,14,3,Normal
0,6.67975971,420.5259383,774.113064,18,3,Normal
0,101.987317,209.668091,5619.740902,204,173,PortScan
0,82.95217102,210.4863208,6135.693389,197,147,PortScan
0,169.6751521,96.96510219,5470.254483,207,159,PortScan
0,3.221276782,148.5755726,316.9471296,15,3,Normal
1,873.0513265,5416.351402,21.28074306,526,290,DDoS
0,6.083455922,756.4884775,255.3518618,15,1,Normal
1,6.205904716,675.2859968,744.0562344,12,1,Normal
0,817.3987053,4085.711856,71.60095231,508,293,DDoS
0,2.856140854,194.2424976,610.4899966,23,2,Normal
1,1094.006118,5076.92316,147.7168933,502,292,DDoS
0,6.090393323,358.1401703,255.9865691,15,2,Normal
1,5.759112854,510.2321325,1014.248184,20,2,Normal
1,972.9354787,3788.758555,33.98188914,529,301,DDoS
0,7.120082613,827.3788453,987.2510532,12,8,Normal
0,663.6839911,4409.935949,172.9905769,491,310,DDoS
0,35.47019318,1853.467065,188.9816083,59,25,Botnet
1,5.978039161,411.8813509,581.9801415,16,3,Normal
0,5.345852135,581.5986722,539.792282,19,6,Normal
0,1.28592012,278.724556,502.3678152,16,1,Normal
0,7.170288292,448.3027855,828.9215503,16,4,Normal
0,39.51506068,238.0240535,2738.49558,103,12,Phishing
0,9.072058502,552.3907201,51.05421205,17,4,Normal
1,2.783923385,589.3131771,359.7336858,31,5,Normal
0,2.934133141,778.6421372,1021.804794,14,3,Normal
0,6.237966982,584.4173787,1020.525248,10,4,Normal
0,627.1920416,4548.682797,121.9811924,506,279,DDoS
2,54.29058395,109.2313143,2675.248236,91,14,Phishing
0,8.868282809,401.0346998,264.2003494,17,4,Normal
0,406.3838706,4536.365964,112.3424196,473,279,DDoS
0,622.4552654,4758.3429,57.17250638,490,307,DDoS
0,41.02765956,2204.450507,244.6444344,49,14,Botnet
1,89.57257916,141.8495871,2763.286147,109,10,Phishing
0,6.014018248,543.8906023,979.2787444,14,2,Normal
0,3.786989939,477.2249029,560.4033044,25,2,Normal
0,510.0095394,5445.993014,159.5107215,505,307,DDoS
1,3.318944907,667.4131929,855.4829451,16,2,Normal
0,7.344776499,419.6072352,822.2779045,11,4,Normal
1,46.42389751,131.0494976,3770.492624,111,9,Phishing
0,22.75815882,2403.40921,265.0777899,62,17,Botnet
0,125.720753,35.00432941,4406.6466,182,145,PortScan
0,47.44726572,199.3196783,2674.43753,102,10,Phishing
0,92.13000007,47.85888773,6078.301278,210,149,PortScan
0,5.602217138,682.6091854,656.9301131,17,1,Normal
1,58.34298707,252.1885621,3504.598719,102,10,Phishing
0,6.066193655,368.3208664,420.4956359,14,5,Normal
0,22.47101848,132.8301529,234.270739,40,18,Botnet
1,,,,20,1,Normal
1,90.87222607,344.4202917,3298.869811,91,13,Phishing
0,0.035435116,600.7183028,618.638057,13,3,Normal
0,4.519868274,288.6295151,1178.930334,11,2,Normal
0,94.30588519,15.56582371,4834.533931,200,142,PortScan
1,2.850951672,660.4106069,1022.234414,8,3,Normal
2,34.86817495,1341.892221,75.69999221,54,20,Botnet
0,,,,18,3,Normal
2,68.45095462,293.569414,3532.749386,89,13,Phishing
0,807.3823457,4587.517722,96.85910486,485,278,DDoS
0,94.60504071,16.03683507,5135.483519,231,155,PortScan
0,1.038360895,542.1790615,339.2300401,16,5,Normal
0,4.696782736,868.6154904,634.625768,15,0,Normal
0,4.242352583,830.0075186,1059.536392,11,2,Normal
0,174.0687,85.51006276,5869.600987,205,142,PortScan
2,3.180232147,796.679331,749.1058863,11,1,Normal
0,728.6082203,4906.121672,62.41244137,506,302,DDoS
0,7.174486583,566.9362589,307.169682,17,3,Normal
0,11.3999639,666.3272672,310.6350315,19,2,Normal
2,7.857611156,56.20719315,447.8672577,14,4,Normal
1,5.049346465,322.3204707,188.624183,14,7,Normal
0,5.071608467,568.4711811,792.419014,11,4,Normal
0,3.181824936,540.0493938,361.2881581,18,4,Normal
0,1.314424583,613.9621207,401.7804413,18,5,Normal
0,527.7708363,5224.500576,199.2651662,532,295,DDoS
0,752.8978187,5694.315648,245.9366772,526,290,DDoS
0,123.8230958,130.5281416,4537.226721,204,134,PortScan
0,591.2951779,4892.067992,125.396735,487,320,DDoS
0,3.114919113,392.3430658,379.0196478,20,4,Normal
1,66.12562412,38.13470446,3226.732076,90,11,Phishing
0,2.465031493,327.5617744,153.5723397,15,2,Normal
1,27.60018735,745.9625747,214.4252093,54,18,Botnet
0,,,,470,300,DDoS
1,8.413799132,558.1113462,669.140372,18,3,Normal
0,2.621941387,182.4834975,416.0148349,22,2,Normal
0,514.6825835,6872.409345,103.6516216,490,306,DDoS
1,122.497746,99.39747368,2619.735373,200,145,PortScan
0,51.62662376,220.3280611,2866.060952,105,7,Phishing
1,4.826100627,496.9040418,836.0966573,9,5,Normal
0,5.462413909,868.2827396,693.5084955,19,4,Normal
1,2.45355606,642.2340823,380.6728989,13,1,Normal
1,9.390150462,199.5782105,401.4389829,13,2,Normal
0,5.153777741,536.0234281,616.0303947,9,2,Normal
1,3.830950477,251.4629239,1180.405149,17,7,Normal
0,152.2803951,98.13441451,5969.41512,211,170,PortScan
0,,,,14,4,Normal
1,7.574690673,410.2275352,514.410408,12,1,Normal
0,37.36098488,1367.268275,182.6045732,48,12,Botnet
1,4.9987083,596.3814701,532.9253976,23,1,Normal
0,2.357036021,643.187221,245.359098,12,1,Normal
1,5.138106405,272.2544441,581.583516,19,1,Normal
1,5.482918265,557.7342445,392.9392436,24,2,Normal
2,4.481138399,368.6036104,768.4759278,21,2,Normal
0,6.310317647,328.6845687,718.3619213,12,6,Normal
0,3.370105845,560.0695931,712.5374367,21,3,Normal
0,0.731971507,771.8750979,603.6096095,20,3,Normal
2,6.545654255,422.543646,929.060745,11,1,Normal
1,5.982109435,58.15602922,843.7297738,16,3,Normal
1,4.470596339,661.5525841,896.4029408,20,3,Normal
0,4.198404738,653.3575432,858.3121539,15,1,Normal
0,2.003903778,710.6968843,883.4559581,12,4,Normal
1,3.951424504,171.5309838,684.0536013,17,1,Normal
0,587.8356092,6153.874598,100.7252647,530,278,DDoS
0,3.963121044,382.408362,851.7926045,11,1,Normal
1,21.36084547,1395.940715,249.5388889,50,21,Botnet
0,8.281536991,123.6945892,800.4343308,17,1,Normal
0,485.4869464,3577.398799,60.18006496,519,287,DDoS
0,4.449266606,428.7919136,995.3226237,12,7,Normal
0,5.999787183,401.1235838,724.3775383,20,2,Normal
1,2.161065564,476.112614,700.2173184,14,0,Normal
0,8.573741995,205.31531,217.9243112,10,6,Normal
0,5.150984078,395.6474027,1030.818796,14,2,Normal
0,1.390098293,240.9786709,667.0796949,13,2,Normal
0,3.881512869,1025.831683,686.4549643,15,4,Normal
0,636.8864114,4916.680283,34.06086851,508,294,DDoS
1,2.812155507,731.4370396,647.1238185,16,3,Normal
1,49.12197717,299.1405196,3191.066916,93,8,Phishing
2,64.08925982,372.2606005,3178.326651,99,12,Phishing
0,34.25953861,1270.011357,92.38163822,40,19,Botnet
1,4.279528328,193.2406851,718.0278981,20,2,Normal
0,3.870597378,472.0082434,851.7996459,15,0,Normal
0,141.3915277,80.08144615,5617.138355,235,145,PortScan
0,1.257031626,651.2588349,465.6104155,17,2,Normal
1,4.757046503,380.633177,441.937398,9,2,Normal
0,5.841271443,329.1806453,583.5595146,15,4,Normal
0,3.716779972,662.705252,548.4246518,15,4,Normal
1,3.41332818,389.0316772,292.5768941,15,4,Normal
2,3.537344397,499.2684106,968.1955927,15,2,Normal
0,,,,17,5,Normal
1,5.659949635,396.1715926,1068.156181,9,2,Normal
0,3.775039414,793.5515799,652.647027,14,2,Normal
0,6.005263715,517.44175,868.4280848,12,4,Normal
1,5.411250844,412.5130902,438.8918967,14,2,Normal
2,4.245483651,564.1335771,629.3838853,15,4,Normal
1,,,,44,18,Botnet
1,,,,189,140,PortScan
1,7.050049371,549.7178444,899.0513873,9,5,Normal
2,81.41830653,295.7145625,2235.040014,96,11,Phishing
0,733.0890615,4525.592479,180.9089548,464,296,DDoS
0,423.5219703,6113.487047,68.35621375,515,298,DDoS
0,3.58167816,514.4361604,639.2850903,19,3,Normal
0,55.94196791,149.7669627,2681.095347,88,8,Phishing
0,0.800123274,184.0864099,1253.509556,17,3,Normal
0,3.442755175,309.6589298,97.83202708,13,2,Normal
0,6.978920405,686.9836517,554.9779865,11,1,Normal
0,,,,16,6,Normal
0,5.384814421,702.7527207,716.3646735,14,5,Normal
0,,,,12,1,Normal
1,4.071295622,109.1983815,590.9746652,13,4,Normal
